Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Male,M,214
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,Male,M,12
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,Male,M,31
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",F14.9,Male,M,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,Male,M,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Motor neuron disease,G12.2,Female,F,13
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Motor neuron disease,G12.2,Male,M,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Female,F,48
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Male,M,53
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,229
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,66
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Female,F,14
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Other specified degenerative diseases of nervous system,G31.8,Female,F,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Multiple sclerosis,G35,Female,F,13
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Anoxic brain damage, not elsewhere classified",G93.1,Male,M,17
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Female,F,35
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Male,M,53
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,43
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Male,M,19
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,26
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,29
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive renal disease with renal failure,I12.0,Female,F,17
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive renal disease with renal failure,I12.0,Male,M,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,Female,F,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Female,F,13
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Male,M,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,96
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,126
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,44
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,114
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,202
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,250
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Ischaemic cardiomyopathy,I25.5,Male,M,15
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Chronic ischaemic heart disease, unspecified",I25.9,Male,M,14
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Female,F,17
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Pulmonary embolism without mention of acute cor pulmonale,I26.9,Male,M,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Other secondary pulmonary hypertension,I27.2,Female,F,20
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Other secondary pulmonary hypertension,I27.2,Male,M,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Mitral (valve) insufficiency,I34.0,Female,F,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,45
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,31
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Endocarditis, valve unspecified",I38,Female,F,13
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Endocarditis, valve unspecified",I38,Male,M,22
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiomyopathy, unspecified",I42.9,Female,F,20
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiomyopathy, unspecified",I42.9,Male,M,24
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Female,F,30
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,18
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Female,F,90
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Male,M,59
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Female,F,40
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,56
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Female,F,138
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Male,M,92
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Female,F,64
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,44
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cardiovascular disease, unspecified",I51.6,Female,F,15
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Subarachnoid haemorrhage, unspecified",I60.9,Female,F,12
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Male,M,14
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,Female,F,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,Male,M,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Female,F,19
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Male,M,17
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,78
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,52
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Female,F,19
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,Male,M,22
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,16
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Generalized and unspecified atherosclerosis,I70.9,Female,F,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Female,F,10
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Male,M,12
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,83
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,59
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Female,F,14
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Male,M,12
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,35
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Male,M,29
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Female,F,20
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Male,M,11
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,236
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,203
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,48
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,62
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Male,M,19
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,12
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Male,M,28
NA,"Worcester County, MA",25027,High school graduate or GED completed,3,White (only),1,Other disorders of lung,J98.4,Male,M,10
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,14
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,87
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Male,M,32
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Female,F,12
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Male,M,18
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,25
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,11
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Essential (primary) hypertension,I10,Male,M,11
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,17
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,32
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,19
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,21
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,42
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,51
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Atrial fibrillation and flutter,I48,Female,F,11
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,14
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Female,F,17
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Heart failure, unspecified",I50.9,Male,M,10
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,20
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,11
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,10
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,10
NA,"Worcester County, MA",25027,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,51
